feature,n_rows,n_train,n_test,intercept,slope,all_pearson,all_spearman,test_pearson,test_spearman,test_r2,test_mae,test_rmse,draw_id
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19681450192606714,0.5892282852170695,0.8227906331540762,0.7882775500926376,0.8006180036663008,0.7753740706298596,0.6307713336003684,0.24616689299199981,0.39917556120258696,21
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19614937738773924,0.5853452176402255,0.8194509218618842,0.7870596643544936,0.790632499372038,0.7732540814811788,0.616105411039537,0.24771928193865264,0.40702607694158704,22
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.20056758959933846,0.5911445509140706,0.8197110891056563,0.7875622455144793,0.7961397195426435,0.7722799119570773,0.6205774175717009,0.2477892577537922,0.40464839906240413,23
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1979765374581744,0.5903817089817531,0.8254857589027431,0.7868024299603003,0.8017144599226058,0.7758638984386312,0.632971140216279,0.24373130540205168,0.3979846720053732,24
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1977790862273628,0.5894973097452528,0.8181831591793308,0.7895932656810151,0.7890066774573956,0.7804530871960822,0.6065104232495672,0.24471770231521844,0.41208125075539487,25
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19407669439979364,0.5851607086130052,0.8215515930511245,0.7861185872947429,0.7974390680996757,0.7736494489870165,0.6260175303178572,0.2444683122911842,0.40173702701584946,26
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1989121975665909,0.5907608109311716,0.824507476473404,0.7882333917963575,0.8041018945477613,0.7763767508144667,0.635072429100679,0.24354070484493837,0.39684377921402825,27
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1980158805711994,0.5904841865816259,0.820155993568954,0.7870566870497505,0.7939050537247193,0.7703650173340885,0.6169568380018684,0.24800945679317277,0.4065744616392446,28
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19883296741135786,0.5903545074324252,0.8219516091094257,0.7881734105560995,0.7897712817604036,0.7752859966062459,0.6105980260260807,0.24753132975753298,0.40993529579229987,29
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19934804526477817,0.5900896413067127,0.8234132029504729,0.7906091237808853,0.8001221544079362,0.7781431291003833,0.6278430165640021,0.24374213047589427,0.4007553465962366,30
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1987554364297463,0.5889971729023101,0.8216838358014416,0.7897630956383794,0.7937839393772474,0.7701093583110914,0.6169428291545013,0.24760601415121747,0.4065818962942216,31
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1970344794857955,0.5889968700113128,0.8208231470123444,0.7876020480838402,0.7913052727852289,0.77530378277363,0.6145501380476527,0.24689176898437581,0.40784973638146527,32
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.2011302781506124,0.5929189915985985,0.8222833411651531,0.7879101103762141,0.7836178451642049,0.7748456486834971,0.5985949930107608,0.24921272802334624,0.4162053241042848,33
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19425968559886791,0.5852861969769083,0.8189454181772865,0.787445361503511,0.795291656265465,0.7736685442115866,0.6242931357656715,0.2457666462235885,0.4026621458106155,34
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19798913335410911,0.5879760543469058,0.8237525730196102,0.7887409073409826,0.8023320781189456,0.7748049988660264,0.6336721620058487,0.24464052691964744,0.3976044167926723,35
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1966274844369172,0.589358383260627,0.8220747835303406,0.7872450868056505,0.7931568039511963,0.7705451607782451,0.613964048159946,0.24794261595776484,0.40815969343805925,36
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.20012249641637875,0.5935016353782698,0.8221064505580228,0.7871008649550579,0.7910433824674697,0.7698127833520686,0.609972884525219,0.24740329558023508,0.41026421656492806,37
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19780820250441217,0.590808598163746,0.8238887208065403,0.7855161421620797,0.7986495183464392,0.7727183192765891,0.6252590397516233,0.24725492106057767,0.4021442110757623,38
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.2007520231155125,0.5911995475290008,0.8213389414385557,0.7866860611656257,0.7953402199433088,0.7742088145517737,0.6199243477822052,0.24782881579487,0.40499649382640895,39
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.1988088073725392,0.5894729723825368,0.8203841471165968,0.7863305055842977,0.7907885075989928,0.7657851409045425,0.6100805327129095,0.2494228665651781,0.41020759582574684,40
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19924102514052583,0.5907696411533264,0.8217182907950624,0.787723158084169,0.7978517239031062,0.7720319156359776,0.6256688708103735,0.2475697201609634,0.40192425076864896,41
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19982373605873766,0.5919817846022305,0.8259404428066698,0.7899061939856663,0.8009204760400551,0.7780146554447204,0.6290565895046547,0.24404607808975953,0.40010139813199613,42
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19692695299881685,0.5869169692849093,0.8219713225619779,0.7884645586268467,0.7917307245173466,0.7788602030362297,0.6135513779120312,0.24497109695095912,0.4083777953674378,43
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.20038205911802381,0.591728044274576,0.8210901892897596,0.7858835425172651,0.7954027231236601,0.7689119289833668,0.6213669474006736,0.2475115031627203,0.4042271690545807,44
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19852945522300042,0.5907697129674294,0.8236079778101351,0.7884588557243791,0.7944743058253043,0.7750377063619833,0.6191406963846156,0.24538370173497406,0.4054137958044643,45
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.20004404094860567,0.5917704070860889,0.8270221274482739,0.7888759939369926,0.7956656064554226,0.7724742399155425,0.622557033666792,0.24682962873398823,0.4035914033643945,46
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19736694048493225,0.5891879133970499,0.8271175040243017,0.7902328105307362,0.7953311382245002,0.7728490650868663,0.6210504451937817,0.24743158227838388,0.4043960820233949,47
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19697002144870152,0.5891854177613433,0.8216963119667695,0.7859345202767231,0.8002705595817807,0.7737582411392459,0.6285407491582881,0.24504663785663014,0.4003794954589263,48
random_permuted_shock_weighted_sector_exposure,43200,28800,9600,-0.19885165243066555,0.5899542140054224,0.8207775525376696,0.7877975564136305,0.794370210168519,0.7792772986895176,0.6167336599502337,0.2455841868522226,0.40669288861036434,49
