country,scenario_name,shock_multiplier,density_label,interbank_liability_scale,x,y,n,spearman_rho,p_value
Spain,combined_transition_physical,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.9698536768545024,1.3321151599998656e-221
Spain,combined_transition_physical,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.9832097469887886,1.4003662595702098e-266
Spain,disorderly_transition,0.75,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.6406093641819525,5.607423894344098e-43
Spain,disorderly_transition,1.0,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.7333093915754351,5.923514829312214e-62
Spain,disorderly_transition,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.8247455772201446,1.2016383797970779e-90
Spain,disorderly_transition,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.8840864824115485,2.5171819642995984e-120
Spain,orderly_transition,0.75,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.4104350228826538,4.624431498583316e-16
Spain,orderly_transition,1.0,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.5130346635241826,1.4666757849552835e-25
Spain,orderly_transition,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.5915470071998947,2.3475284736253468e-35
Spain,orderly_transition,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.6529898628177909,3.979163707330251e-45
Spain,severe_disorderly_transition,0.75,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.7761440523635984,1.0837814268519506e-73
Spain,severe_disorderly_transition,1.0,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.8794241518983031,1.888783483166299e-117
Spain,severe_disorderly_transition,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.9332888371052244,2.7111361104560755e-161
Spain,severe_disorderly_transition,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.9564729151716704,1.4311754500029184e-193
Ukraine,acute_physical_risk,0.75,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.4761489589809895,9.024676649861926e-22
Ukraine,acute_physical_risk,1.0,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.6061397488567738,1.7439381444064912e-37
Ukraine,acute_physical_risk,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.7052611456146247,1.972414616402404e-55
Ukraine,acute_physical_risk,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.7829203929042662,8.662525445770893e-76
Ukraine,combined_transition_physical,0.75,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.7995565037510918,2.8336932536034496e-81
Ukraine,combined_transition_physical,1.0,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.9201943430633468,6.972910786167966e-148
Ukraine,combined_transition_physical,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.968629387572435,1.4839672170808165e-218
Ukraine,combined_transition_physical,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.9832676178056928,7.587181668691534e-267
Ukraine,disorderly_transition,0.75,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.6406093641819525,5.607423894344098e-43
Ukraine,disorderly_transition,1.0,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.7333093915754351,5.923514829312214e-62
Ukraine,disorderly_transition,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.8247455772201446,1.2016383797970779e-90
Ukraine,disorderly_transition,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.8840864824115485,2.5171819642995984e-120
Ukraine,orderly_transition,0.75,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.4104350228826538,4.624431498583316e-16
Ukraine,orderly_transition,1.0,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.5130346635241826,1.4666757849552835e-25
Ukraine,orderly_transition,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.5915470071998947,2.3475284736253468e-35
Ukraine,orderly_transition,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.6529898628177909,3.979163707330251e-45
Ukraine,severe_disorderly_transition,0.75,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.7761440523635984,1.0837814268519506e-73
Ukraine,severe_disorderly_transition,1.0,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.8794241518983031,1.888783483166299e-117
Ukraine,severe_disorderly_transition,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.9332888371052244,2.7111361104560755e-161
Ukraine,severe_disorderly_transition,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.9564729151716704,1.4311754500029184e-193
United States of America,acute_physical_risk,0.75,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.308856493271362,2.140683807836504e-09
United States of America,acute_physical_risk,1.0,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.48141326019939,2.769125416181381e-22
United States of America,acute_physical_risk,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.5828771525919795,3.8468677337445498e-34
United States of America,acute_physical_risk,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.6751900996508101,3.0405469544127658e-49
United States of America,combined_transition_physical,0.75,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.7242465153400383,9.295390523731117e-60
United States of America,combined_transition_physical,1.0,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.8628921302692767,3.8556023760769544e-108
United States of America,combined_transition_physical,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.943306661316831,1.5171442045640028e-173
United States of America,combined_transition_physical,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.9742263957798027,1.295323700972089e-233
United States of America,disorderly_transition,0.75,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.6406093641819525,5.607423894344098e-43
United States of America,disorderly_transition,1.0,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.7333093915754351,5.923514829312214e-62
United States of America,disorderly_transition,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.8247455772201446,1.2016383797970779e-90
United States of America,disorderly_transition,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.8840864824115485,2.5171819642995984e-120
United States of America,orderly_transition,0.75,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.4104350228826538,4.624431498583316e-16
United States of America,orderly_transition,1.0,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.5130346635241826,1.4666757849552835e-25
United States of America,orderly_transition,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.5915470071998947,2.3475284736253468e-35
United States of America,orderly_transition,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.6529898628177909,3.979163707330251e-45
United States of America,severe_disorderly_transition,0.75,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.7761440523635984,1.0837814268519506e-73
United States of America,severe_disorderly_transition,1.0,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.8794241518983031,1.888783483166299e-117
United States of America,severe_disorderly_transition,1.25,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.9332888371052244,2.7111361104560755e-161
United States of America,severe_disorderly_transition,1.5,p30,1.0,shock_weighted_exposure_to_capital,target_loss_to_capital_ratio,360,0.9564729151716704,1.4311754500029184e-193
