country,sector,scenario_name,temp_component_raw,drought_component_raw,excess_precip_component_raw,wildfire_component_raw,physical_risk_raw,transition_risk_raw,physical_intensity,transition_intensity,temp_component_scenario,drought_component_scenario,excess_precip_component_scenario,wildfire_component_scenario,transition_component_scenario,raw_shock,shock_index_norm,total_shock,temp_component_share,temp_component_financial_contribution,drought_component_share,drought_component_financial_contribution,excess_precip_component_share,excess_precip_component_financial_contribution,wildfire_component_share,wildfire_component_financial_contribution,transition_component_share,transition_component_financial_contribution,check_sum_financial_contributions,decomposition_error
Italy,fossil_fuels,combined_transition_physical,0.16770756796473107,0.005918775377189835,0.0,0.0,0.1736263433419209,1.0,1.0,1.0,0.16770756796473107,0.005918775377189835,0.0,0.0,1.0,1.173626343341921,0.687305821702632,0.2811762122470002,0.14289690148499984,0.04017920950138499,0.005043151434668739,0.0014180142181881808,0.0,0.0,0.0,0.0,0.8520599470803314,0.239578988527427,0.2811762122470002,0.0
Italy,utilities,orderly_transition,0.5031227038941932,0.029593876885949173,0.0,0.0,0.5327165807801424,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.21408988764044973,0.1013541573033709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1013541573033709,0.1013541573033709,0.0
Italy,utilities,disorderly_transition,0.5031227038941932,0.029593876885949173,0.0,0.0,0.5327165807801424,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4587640449438208,0.19433033707865188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19433033707865188,0.19433033707865188,0.0
Italy,utilities,severe_disorderly_transition,0.5031227038941932,0.029593876885949173,0.0,0.0,0.5327165807801424,0.8,0.0,1.5,0.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.7034382022471919,0.28730651685393294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28730651685393294,0.28730651685393294,0.0
Italy,utilities,acute_physical_risk,0.5031227038941932,0.029593876885949173,0.0,0.0,0.5327165807801424,0.8,1.0,0.0,0.5031227038941932,0.029593876885949173,0.0,0.0,0.0,0.5327165807801424,0.295270681546865,0.1322028589878087,0.9444472390128911,0.1248586251606465,0.055552760987108964,0.007344233827162207,0.0,0.0,0.0,0.0,0.0,0.0,0.1322028589878087,0.0
Italy,utilities,combined_transition_physical,0.5031227038941932,0.029593876885949173,0.0,0.0,0.5327165807801424,0.8,1.0,1.0,0.5031227038941932,0.029593876885949173,0.0,0.0,0.8,1.3327165807801424,0.7846189961536072,0.31815521853837075,0.3775166536906718,0.12010889345683011,0.02220567922147827,0.007064852725502377,0.0,0.0,0.0,0.0,0.6002776670878499,0.19098147235603824,0.3181552185383707,5.551115123125783e-17
Italy,energy_intensive,orderly_transition,0.2515613519470966,0.01183755075437967,0.0,0.0,0.26339890270147626,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.21408988764044973,0.1013541573033709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1013541573033709,0.1013541573033709,0.0
Italy,energy_intensive,disorderly_transition,0.2515613519470966,0.01183755075437967,0.0,0.0,0.26339890270147626,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4587640449438208,0.19433033707865188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19433033707865188,0.19433033707865188,0.0
Italy,energy_intensive,severe_disorderly_transition,0.2515613519470966,0.01183755075437967,0.0,0.0,0.26339890270147626,0.8,0.0,1.5,0.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.7034382022471919,0.28730651685393294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28730651685393294,0.28730651685393294,0.0
Italy,energy_intensive,acute_physical_risk,0.2515613519470966,0.01183755075437967,0.0,0.0,0.26339890270147626,0.8,1.0,0.0,0.2515613519470966,0.01183755075437967,0.0,0.0,0.0,0.26339890270147626,0.13053299171986946,0.06960253685355039,0.9550584659504229,0.06647449207360961,0.044941534049577216,0.0031280447799407877,0.0,0.0,0.0,0.0,0.0,0.0,0.0696025368535504,-1.3877787807814457e-17
Italy,energy_intensive,combined_transition_physical,0.2515613519470966,0.01183755075437967,0.0,0.0,0.26339890270147626,0.8,1.0,1.0,0.2515613519470966,0.01183755075437967,0.0,0.0,0.8,1.0633989027014763,0.6198813063266116,0.25555489640411244,0.23656348648472925,0.060454957281600635,0.011131806440938917,0.0028447876418047765,0.0,0.0,0.0,0.0,0.7523047070743318,0.19225515148070701,0.25555489640411244,0.0
Italy,transportation,orderly_transition,0.33541513592946215,0.01183755075437967,0.0,0.0,0.3472526866838418,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.35,0.35,0.1835056179775283,0.08973213483146075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08973213483146075,0.08973213483146075,0.0
Italy,transportation,disorderly_transition,0.33541513592946215,0.01183755075437967,0.0,0.0,0.3472526866838418,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.39759550561797796,0.17108629213483162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17108629213483162,0.17108629213483162,0.0
Italy,transportation,severe_disorderly_transition,0.33541513592946215,0.01183755075437967,0.0,0.0,0.3472526866838418,0.7,0.0,1.5,0.0,0.0,0.0,0.0,1.0499999999999998,1.0499999999999998,0.6116853932584275,0.2524404494382025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2524404494382025,0.2524404494382025,0.0
Italy,transportation,acute_physical_risk,0.33541513592946215,0.01183755075437967,0.0,0.0,0.3472526866838418,0.7,1.0,0.0,0.33541513592946215,0.01183755075437967,0.0,0.0,0.0,0.3472526866838418,0.18182512655132996,0.08909354808950538,0.9659108447297423,0.08605642429510406,0.03408915527025781,0.0030371237944013304,0.0,0.0,0.0,0.0,0.0,0.0,0.08909354808950538,0.0
Italy,transportation,combined_transition_physical,0.33541513592946215,0.01183755075437967,0.0,0.0,0.3472526866838418,0.7,1.0,1.0,0.33541513592946215,0.01183755075437967,0.0,0.0,0.7,1.0472526866838416,0.6100049018322292,0.2518018626962471,0.32028099826753814,0.0806473519499796,0.01130343316842055,0.0028462255266708367,0.0,0.0,0.0,0.0,0.6684155685640414,0.1683082852195967,0.25180186269624716,-5.551115123125783e-17
Italy,buildings_real_estate,orderly_transition,0.4192689199118277,0.01183755075437967,0.0,0.0,0.43110647066620733,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.12233707865168554,0.0664880898876405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0664880898876405,0.0664880898876405,0.0
Italy,buildings_real_estate,disorderly_transition,0.4192689199118277,0.01183755075437967,0.0,0.0,0.43110647066620733,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2752584269662925,0.12459820224719115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12459820224719115,0.12459820224719115,0.0
Italy,buildings_real_estate,severe_disorderly_transition,0.4192689199118277,0.01183755075437967,0.0,0.0,0.43110647066620733,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.75,0.75,0.42817977528089934,0.18270831460674175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18270831460674175,0.18270831460674175,0.0
Italy,buildings_real_estate,acute_physical_risk,0.4192689199118277,0.01183755075437967,0.0,0.0,0.43110647066620733,0.5,1.0,0.0,0.4192689199118277,0.01183755075437967,0.0,0.0,0.0,0.43110647066620733,0.23311726138279049,0.10858455932546039,0.9725414681526664,0.10560298674509355,0.027458531847333666,0.002981572580366846,0.0,0.0,0.0,0.0,0.0,0.0,0.10858455932546039,0.0
Italy,buildings_real_estate,combined_transition_physical,0.4192689199118277,0.01183755075437967,0.0,0.0,0.43110647066620733,0.5,1.0,1.0,0.4192689199118277,0.01183755075437967,0.0,0.0,0.5,0.9311064706662073,0.5389599580120042,0.2248047840445616,0.4502910602821184,0.1012275845639183,0.012713423359532551,0.0028580383928068,0.0,0.0,0.0,0.0,0.5369955163583491,0.12071916108783652,0.2248047840445616,0.0
Italy,agriculture,orderly_transition,0.6708302718589243,0.059187753771898347,0.0,0.0,0.7300180256308226,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.15,0.06116853932584276,0.04324404494382025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04324404494382025,0.04324404494382025,0.0
Italy,agriculture,disorderly_transition,0.6708302718589243,0.059187753771898347,0.0,0.0,0.7300180256308226,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.15292134831460694,0.07811011235955063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07811011235955063,0.07811011235955063,0.0
Italy,agriculture,severe_disorderly_transition,0.6708302718589243,0.059187753771898347,0.0,0.0,0.7300180256308226,0.3,0.0,1.5,0.0,0.0,0.0,0.0,0.44999999999999996,0.44999999999999996,0.24467415730337105,0.112976179775281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.112976179775281,0.112976179775281,0.0
Italy,agriculture,acute_physical_risk,0.6708302718589243,0.059187753771898347,0.0,0.0,0.7300180256308226,0.3,1.0,0.0,0.6708302718589243,0.059187753771898347,0.0,0.0,0.0,0.7300180256308226,0.4159570934308093,0.17806369550370751,0.9189228872523345,0.16362680518708744,0.08107711274766546,0.014436890316620066,0.0,0.0,0.0,0.0,0.0,0.0,0.17806369550370751,0.0
Italy,agriculture,combined_transition_physical,0.6708302718589243,0.059187753771898347,0.0,0.0,0.7300180256308226,0.3,1.0,1.0,0.6708302718589243,0.059187753771898347,0.0,0.0,0.3,1.0300180256308227,0.5994627114083376,0.24779583033516828,0.6512801282755047,0.1613845001668236,0.057462832978723344,0.014239050411373843,0.0,0.0,0.0,0.0,0.2912570387457719,0.07217227975697083,0.24779583033516828,0.0
Italy,other_services,orderly_transition,0.16770756796473107,0.005918775377189835,0.0,0.0,0.1736263433419209,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.02,0.0
Italy,other_services,disorderly_transition,0.16770756796473107,0.005918775377189835,0.0,0.0,0.1736263433419209,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.030584269662921385,0.03162202247191013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03162202247191013,0.03162202247191013,0.0
Italy,other_services,severe_disorderly_transition,0.16770756796473107,0.005918775377189835,0.0,0.0,0.1736263433419209,0.1,0.0,1.5,0.0,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.061168539325842784,0.04324404494382026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04324404494382026,0.04324404494382026,0.0
Italy,other_services,acute_physical_risk,0.16770756796473107,0.005918775377189835,0.0,0.0,0.1736263433419209,0.1,1.0,0.0,0.16770756796473107,0.005918775377189835,0.0,0.0,0.0,0.1736263433419209,0.07562042844420429,0.04873576280879763,0.9659108447297423,0.04707440182319408,0.03408915527025781,0.0016613609856035584,0.0,0.0,0.0,0.0,0.0,0.0,0.048735762808797635,-6.938893903907228e-18
Italy,other_services,combined_transition_physical,0.16770756796473107,0.005918775377189835,0.0,0.0,0.1736263433419209,0.1,1.0,1.0,0.16770756796473107,0.005918775377189835,0.0,0.0,0.1,0.27362634334192093,0.1367889677700471,0.07197980775261789,0.6129072439314268,0.04411694558837098,0.0216308682303801,0.0015569857367449696,0.0,0.0,0.0,0.0,0.36546188783819306,0.02630587642750194,0.07197980775261789,0.0
Spain,fossil_fuels,orderly_transition,0.12296105804555407,0.0,0.004218103346891981,0.1,0.22717916139244607,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.2752584269662925,0.12459820224719115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12459820224719115,0.12459820224719115,0.0
Spain,fossil_fuels,disorderly_transition,0.12296105804555407,0.0,0.004218103346891981,0.1,0.22717916139244607,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5811011235955063,0.24081842696629238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24081842696629238,0.24081842696629238,0.0
Spain,fossil_fuels,severe_disorderly_transition,0.12296105804555407,0.0,0.004218103346891981,0.1,0.22717916139244607,1.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,1.5,0.8869438202247202,0.35703865168539367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35703865168539367,0.35703865168539367,0.0
Spain,fossil_fuels,acute_physical_risk,0.12296105804555407,0.0,0.004218103346891981,0.1,0.22717916139244607,1.0,1.0,0.0,0.12296105804555407,0.0,0.004218103346891981,0.1,0.0,0.22717916139244607,0.1083779050135368,0.06118360390514398,0.5412514831549274,0.03311571635842279,0.0,0.0,0.018567298695170893,0.0011360142489538325,0.4401812181499016,0.02693187329776735,0.0,0.0,0.06118360390514398,0.0
Spain,fossil_fuels,combined_transition_physical,0.12296105804555407,0.0,0.004218103346891981,0.1,0.22717916139244607,1.0,1.0,1.0,0.12296105804555407,0.0,0.004218103346891981,0.1,1.0,1.227179161392446,0.7200632982719645,0.2936240533433465,0.10019813073262553,0.029420581283140044,0.0,0.0,0.0034372351483754147,0.0010092549165602084,0.0814876940108181,0.02392674701305875,0.8148769401081809,0.2392674701305875,0.2936240533433465,0.0
Spain,utilities,orderly_transition,0.36888317413666216,0.0,0.008436206693783962,0.3,0.6773193808304461,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.21408988764044973,0.1013541573033709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1013541573033709,0.1013541573033709,0.0
Spain,utilities,disorderly_transition,0.36888317413666216,0.0,0.008436206693783962,0.3,0.6773193808304461,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4587640449438208,0.19433033707865188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19433033707865188,0.19433033707865188,0.0
Spain,utilities,severe_disorderly_transition,0.36888317413666216,0.0,0.008436206693783962,0.3,0.6773193808304461,0.8,0.0,1.5,0.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.7034382022471919,0.28730651685393294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28730651685393294,0.28730651685393294,0.0
Spain,utilities,acute_physical_risk,0.36888317413666216,0.0,0.008436206693783962,0.3,0.6773193808304461,0.8,1.0,0.0,0.36888317413666216,0.0,0.008436206693783962,0.3,0.0,0.6773193808304461,0.3837221021619048,0.1658143988215238,0.544622204202075,0.09030620337462023,0.0,0.0,0.01245528613612166,0.002065265782811073,0.44292250966180347,0.07344292966409251,0.0,0.0,0.16581439882152382,-2.7755575615628914e-17
Spain,utilities,combined_transition_physical,0.36888317413666216,0.0,0.008436206693783962,0.3,0.6773193808304461,0.8,1.0,1.0,0.36888317413666216,0.0,0.008436206693783962,0.3,0.8,1.4773193808304461,0.8730704167686469,0.3517667583720859,0.24969764759283244,0.08783533206686614,0.0,0.0,0.00571048265070598,0.002008757970778879,0.20307050993358042,0.07143345500030204,0.5415213598228812,0.19048921333413882,0.3517667583720859,0.0
Spain,energy_intensive,orderly_transition,0.18444158706833108,0.0,0.004218103346891981,0.1,0.2886596904152231,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.21408988764044973,0.1013541573033709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1013541573033709,0.1013541573033709,0.0
Spain,energy_intensive,disorderly_transition,0.18444158706833108,0.0,0.004218103346891981,0.1,0.2886596904152231,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4587640449438208,0.19433033707865188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19433033707865188,0.19433033707865188,0.0
Spain,energy_intensive,severe_disorderly_transition,0.18444158706833108,0.0,0.004218103346891981,0.1,0.2886596904152231,0.8,0.0,1.5,0.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.7034382022471919,0.28730651685393294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28730651685393294,0.28730651685393294,0.0
Spain,energy_intensive,acute_physical_risk,0.18444158706833108,0.0,0.004218103346891981,0.1,0.2886596904152231,0.8,1.0,0.0,0.18444158706833108,0.0,0.004218103346891981,0.1,0.0,0.2886596904152231,0.14598464658657037,0.07547416570289674,0.6389585840787839,0.04822486605205041,0.0,0.0,0.014612720400359476,0.0011028828808668306,0.3464286955208564,0.026146416769979478,0.0,0.0,0.07547416570289672,1.3877787807814457e-17
Spain,energy_intensive,combined_transition_physical,0.18444158706833108,0.0,0.004218103346891981,0.1,0.2886596904152231,0.8,1.0,1.0,0.18444158706833108,0.0,0.004218103346891981,0.1,0.8,1.088659690415223,0.6353329611933124,0.2614265252534587,0.16942079209158895,0.04429108898219276,0.0,0.0,0.0038745839347493105,0.0010129190148643861,0.09185606933040687,0.024013613028489065,0.7348485546432549,0.19210890422791252,0.2614265252534587,0.0
Spain,transportation,orderly_transition,0.24592211609110814,0.0,0.010545258367229953,0.2,0.4564673744583381,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.35,0.35,0.1835056179775283,0.08973213483146075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08973213483146075,0.08973213483146075,0.0
Spain,transportation,disorderly_transition,0.24592211609110814,0.0,0.010545258367229953,0.2,0.4564673744583381,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.39759550561797796,0.17108629213483162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17108629213483162,0.17108629213483162,0.0
Spain,transportation,severe_disorderly_transition,0.24592211609110814,0.0,0.010545258367229953,0.2,0.4564673744583381,0.7,0.0,1.5,0.0,0.0,0.0,0.0,1.0499999999999998,1.0499999999999998,0.6116853932584275,0.2524404494382025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2524404494382025,0.2524404494382025,0.0
Spain,transportation,acute_physical_risk,0.24592211609110814,0.0,0.010545258367229953,0.2,0.4564673744583381,0.7,1.0,0.0,0.24592211609110814,0.0,0.010545258367229953,0.2,0.0,0.4564673744583381,0.24863015579226916,0.11447945920106228,0.5387506968771402,0.06167588842269044,0.0,0.0,0.023101888453130666,0.002644691696637664,0.4381474146697292,0.05015887908173418,0.0,0.0,0.11447945920106228,0.0
Spain,transportation,combined_transition_physical,0.24592211609110814,0.0,0.010545258367229953,0.2,0.4564673744583381,0.7,1.0,1.0,0.24592211609110814,0.0,0.010545258367229953,0.2,0.7,1.156467374458338,0.6768099310731684,0.277187773807804,0.21264941970913123,0.05894381925069545,0.0,0.0,0.009118509177285785,0.0025275392592978775,0.1729404602474629,0.04793698117729127,0.6052916108661202,0.16777943412051943,0.277187773807804,0.0
Spain,buildings_real_estate,orderly_transition,0.30740264511388515,0.0,0.016872413387567925,0.6,0.9242750585014531,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.12233707865168554,0.0664880898876405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0664880898876405,0.0664880898876405,0.0
Spain,buildings_real_estate,disorderly_transition,0.30740264511388515,0.0,0.016872413387567925,0.6,0.9242750585014531,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2752584269662925,0.12459820224719115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12459820224719115,0.12459820224719115,0.0
Spain,buildings_real_estate,severe_disorderly_transition,0.30740264511388515,0.0,0.016872413387567925,0.6,0.9242750585014531,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.75,0.75,0.42817977528089934,0.18270831460674175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18270831460674175,0.18270831460674175,0.0
Spain,buildings_real_estate,acute_physical_risk,0.30740264511388515,0.0,0.016872413387567925,0.6,0.9242750585014531,0.5,1.0,0.0,0.30740264511388515,0.0,0.016872413387567925,0.6,0.0,0.9242750585014531,0.5347812829754962,0.22321688753068855,0.3325878398279876,0.07423922243695857,0.0,0.0,0.01825475353075472,0.004074769265774916,0.6491574066412577,0.14490289582795507,0.0,0.0,0.22321688753068858,-2.7755575615628914e-17
Spain,buildings_real_estate,combined_transition_physical,0.30740264511388515,0.0,0.016872413387567925,0.6,0.9242750585014531,0.5,1.0,1.0,0.30740264511388515,0.0,0.016872413387567925,0.6,0.5,1.4242750585014532,0.8406239796047101,0.3394371122497899,0.21583095433638916,0.0732610358740602,0.0,0.0,0.01184631668360477,0.004021079525879312,0.42126694308000323,0.1429936346453729,0.3510557859000027,0.11916136220447743,0.33943711224978984,5.551115123125783e-17
Spain,agriculture,orderly_transition,0.4918442321822163,0.0,0.010545258367229953,0.7,1.202389490549446,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.15,0.06116853932584276,0.04324404494382025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04324404494382025,0.04324404494382025,0.0
Spain,agriculture,disorderly_transition,0.4918442321822163,0.0,0.010545258367229953,0.7,1.202389490549446,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.15292134831460694,0.07811011235955063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07811011235955063,0.07811011235955063,0.0
Spain,agriculture,severe_disorderly_transition,0.4918442321822163,0.0,0.010545258367229953,0.7,1.202389490549446,0.3,0.0,1.5,0.0,0.0,0.0,0.0,0.44999999999999996,0.44999999999999996,0.24467415730337105,0.112976179775281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.112976179775281,0.112976179775281,0.0
Spain,agriculture,acute_physical_risk,0.4918442321822163,0.0,0.010545258367229953,0.7,1.202389490549446,0.3,1.0,0.0,0.4918442321822163,0.0,0.010545258367229953,0.7,0.0,1.202389490549446,0.7048998187136171,0.28786193111117453,0.40905566461451875,0.11775155354790032,0.0,0.0,0.008770251611573195,0.0025246215652383504,0.5821740837739081,0.16758575599803588,0.0,0.0,0.28786193111117453,0.0
Spain,agriculture,combined_transition_physical,0.4918442321822163,0.0,0.010545258367229953,0.7,1.202389490549446,0.3,1.0,1.0,0.4918442321822163,0.0,0.010545258367229953,0.7,0.3,1.5023894905494461,0.8884054366911454,0.35759406594263526,0.3273746490348129,0.11706723183490196,0.0,0.0,0.007018991036321344,0.0025099495434930605,0.46592445195020604,0.16661181919496817,0.19968190797865973,0.07140506536927207,0.3575940659426352,5.551115123125783e-17
Spain,other_services,orderly_transition,0.12296105804555407,0.0,0.004218103346891981,0.1,0.22717916139244607,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.02,0.0
Spain,other_services,disorderly_transition,0.12296105804555407,0.0,0.004218103346891981,0.1,0.22717916139244607,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.030584269662921385,0.03162202247191013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03162202247191013,0.03162202247191013,0.0
Spain,other_services,severe_disorderly_transition,0.12296105804555407,0.0,0.004218103346891981,0.1,0.22717916139244607,0.1,0.0,1.5,0.0,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.061168539325842784,0.04324404494382026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04324404494382026,0.04324404494382026,0.0
Spain,other_services,acute_physical_risk,0.12296105804555407,0.0,0.004218103346891981,0.1,0.22717916139244607,0.1,1.0,0.0,0.12296105804555407,0.0,0.004218103346891981,0.1,0.0,0.22717916139244607,0.1083779050135368,0.06118360390514398,0.5412514831549274,0.03311571635842279,0.0,0.0,0.018567298695170893,0.0011360142489538325,0.4401812181499016,0.02693187329776735,0.0,0.0,0.06118360390514398,0.0
Spain,other_services,combined_transition_physical,0.12296105804555407,0.0,0.004218103346891981,0.1,0.22717916139244607,0.1,1.0,1.0,0.12296105804555407,0.0,0.004218103346891981,0.1,0.1,0.32717916139244607,0.16954644433937957,0.08442764884896424,0.37582178987880066,0.03172975010567661,0.0,0.0,0.012892334979220864,0.0010884695304688777,0.30564293757098926,0.02580471460640938,0.30564293757098926,0.02580471460640938,0.08442764884896425,-1.3877787807814457e-17
Ukraine,fossil_fuels,orderly_transition,0.2,0.0,0.04274665805473679,0.0,0.2427466580547368,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.2752584269662925,0.12459820224719115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12459820224719115,0.12459820224719115,0.0
Ukraine,fossil_fuels,disorderly_transition,0.2,0.0,0.04274665805473679,0.0,0.2427466580547368,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5811011235955063,0.24081842696629238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24081842696629238,0.24081842696629238,0.0
Ukraine,fossil_fuels,severe_disorderly_transition,0.2,0.0,0.04274665805473679,0.0,0.2427466580547368,1.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,1.5,0.8869438202247202,0.35703865168539367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35703865168539367,0.35703865168539367,0.0
Ukraine,fossil_fuels,acute_physical_risk,0.2,0.0,0.04274665805473679,0.0,0.2427466580547368,1.0,1.0,0.0,0.2,0.0,0.04274665805473679,0.0,0.0,0.2427466580547368,0.11790031533145937,0.06480211982595456,0.8239042366338247,0.05339074106745673,0.0,0.0,0.17609576336617525,0.011411378758497827,0.0,0.0,0.0,0.0,0.06480211982595456,0.0
Ukraine,fossil_fuels,combined_transition_physical,0.2,0.0,0.04274665805473679,0.0,0.2427466580547368,1.0,1.0,1.0,0.2,0.0,0.04274665805473679,0.0,1.0,1.2427466580547368,0.729585708589887,0.2972425692641571,0.1609338465758248,0.047836390037761835,0.0,0.0,0.03439692054505128,0.010224229037586113,0.0,0.0,0.804669232879124,0.23918195018880917,0.2972425692641571,0.0
Ukraine,utilities,orderly_transition,0.6,0.0,0.08549331610947358,0.0,0.6854933161094736,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.21408988764044973,0.1013541573033709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1013541573033709,0.1013541573033709,0.0
Ukraine,utilities,disorderly_transition,0.6,0.0,0.08549331610947358,0.0,0.6854933161094736,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4587640449438208,0.19433033707865188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19433033707865188,0.19433033707865188,0.0
Ukraine,utilities,severe_disorderly_transition,0.6,0.0,0.08549331610947358,0.0,0.6854933161094736,0.8,0.0,1.5,0.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.7034382022471919,0.28730651685393294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28730651685393294,0.28730651685393294,0.0
Ukraine,utilities,acute_physical_risk,0.6,0.0,0.08549331610947358,0.0,0.6854933161094736,0.8,1.0,0.0,0.6,0.0,0.08549331610947358,0.0,0.0,0.6854933161094736,0.38872197897752564,0.16771435201145973,0.8752820573150266,0.14679736306984706,0.0,0.0,0.12471794268497326,0.020916988941612664,0.0,0.0,0.0,0.0,0.16771435201145973,0.0
