x,n_groups,mean_rho,median_rho,min_rho,max_rho
firm_exposure_to_capital,120,0.5984671367563773,0.6259641862444393,0.12432012037075976,0.9212056677392059
shock_weighted_exposure_to_capital,120,0.7486050614274392,0.7761440523635984,0.308856493271362,0.985010686810855
